,name,price,brend,url,voltage,country,capacity
155,Аккумулятор свинцово-кислотный GoPower LA-1270 12V 7Ah,,GoPower,https://www.wildberries.ru/catalog/141586382/detail.aspx,12.0,Китай,7.0
156,"Аккумуляторная батарея КОНТАКТ КТ 12-2.2, 12 В 2.2 Ач",,,https://www.wildberries.ru/catalog/145869020/detail.aspx,12.0,Вьетнам,2.2
157,Аккумуляторная батарея Рубин 12V 200Ah AGM для ИБП,,Рубин Электротехническая компания,https://www.wildberries.ru/catalog/136420255/detail.aspx,12.0,Китай,200.0
158,Аккумуляторная батарея Рубин 12V 150Ah AGM для ИБП,,Рубин электротехническая компания,https://www.wildberries.ru/catalog/223910943/detail.aspx,,Китай,150.0
159,Аккумулятор Prometheus Energy PE 1212 (12Ah 12V) для ИБП,,Prometheus Energy,https://www.wildberries.ru/catalog/223673789/detail.aspx,12.0,Китай,12.0
160,Аккумулятор Prometheus Energy PE 1212L (12Ah 12V) для ИБП,,Prometheus Energy,https://www.wildberries.ru/catalog/223673793/detail.aspx,12.0,Китай,12.0
161,Аккумулятор Prometheus Energy PE 1234W (9Ah 12V) для ИБП,,Prometheus Energy,https://www.wildberries.ru/catalog/223673784/detail.aspx,12.0,Китай,9.0
162,Аккумулятор 12v 7 Ah F1/T1 для пожарной сигнализации,,Thomas,https://www.wildberries.ru/catalog/166716196/detail.aspx,12.0,Китай,7.0
163,Аккумуляторная батарея Kiper UPS-12360 F2 12V/8Ah,,Kiper Power,https://www.wildberries.ru/catalog/176195775/detail.aspx,,,
164,Аккумуляторная батарея КТ 12-17 12V 17А/ч Контакт,,unisistem,https://www.wildberries.ru/catalog/157028705/detail.aspx,12.0,Вьетнам,17.0
165,Аккумуляторная батарея КТ 12-17 12V 17А/ч Контакт,,unisistem,https://www.wildberries.ru/catalog/157027601/detail.aspx,12.0,Вьетнам,17.0
166,Аккумулятор Delta DTM 1209,,DELTA BATTERY,https://www.wildberries.ru/catalog/122880615/detail.aspx,12.0,Китай,9.0
167,Аккумулятор для детского электромобиля premium,,world brands of Russia,https://www.wildberries.ru/catalog/156760641/detail.aspx,,,
168,Аккумулятор HRL 12-55 X 12v 55Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788817/detail.aspx,12.0,Китай,55.0
169,Аккумулятор Kijo 12V 9 Ah (F2),,KIJO,https://www.wildberries.ru/catalog/155397319/detail.aspx,12.0,Китай,9.0
170,Аккумуляторная батарея GS 12В 18АЧ для ИБП,,General Security,https://www.wildberries.ru/catalog/142614068/detail.aspx,12.0,Китай,18.0
171,"АККУМУЛЯТОР DELTA HR 12-5,8 12V 5.8 Ач",,DELTA BATTERY,https://www.wildberries.ru/catalog/102300777/detail.aspx,12.0,Китай,5.8
172,Аккумулятор DJW 12-9.0 12V 9Ah 12В 9Ач,,LEOCH,https://www.wildberries.ru/catalog/175917954/detail.aspx,12.0,Китай,9.0
173,General Security АКБ 4.5Ah 12v GS 4.5-12,,General Security,https://www.wildberries.ru/catalog/161193237/detail.aspx,12.0,Китай,4.5
174,Аккумулятор 12v вольт 2.2Ah - SF 12022,,Security Force,https://www.wildberries.ru/catalog/34858072/detail.aspx,,Китай,2.2
175,Аккумулятор для бесперебойника GEL 12V 55 Ач,,Sunways,https://www.wildberries.ru/catalog/83985320/detail.aspx,12.0,Китай,55.0
176,Аккумулятор 12v вольт 9Ah - GS 9-12,,General Security,https://www.wildberries.ru/catalog/146240866/detail.aspx,12.0,,9.0
177,Батарея аккумуляторная AGM 12V 7 Ah коробка Optimus,,Rexant,https://www.wildberries.ru/catalog/170732781/detail.aspx,12.0,Китай,7.0
178,Аккумулятор BT 1226 12v 26ah,,Battbee,https://www.wildberries.ru/catalog/91110314/detail.aspx,12.0,Китай,26.0
179,Аккмулятор CGD 1208 12v 8Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/160946417/detail.aspx,12.0,Китай,8.0
180,"Аккумулятор ALFA FB 3.2-12 12V 3.2Ah 12В 3,2Ач",,Alfa Battery,https://www.wildberries.ru/catalog/139044374/detail.aspx,12.0,Китай,3.2
181,Аккумуляторная батарея AGM 12V 7.2Ah 1272 для ИБП и др,,Neata Battery,https://www.wildberries.ru/catalog/172398513/detail.aspx,12.0,Китай,72.0
182,Аккумулятор ALFA FB 7.2-12 12v 7.2Ah для ИПБ,,Alfa Battery,https://www.wildberries.ru/catalog/149526769/detail.aspx,12.0,Китай,7.2
183,Аккумулятор 12V вольт 12Ah - FB 12-12,,Alfa Battery,https://www.wildberries.ru/catalog/36010416/detail.aspx,12.0,Китай,12.0
184,Аккумулятор для ИБП,,CSB Battery,https://www.wildberries.ru/catalog/178016034/detail.aspx,12.0,,28.0
185,Комплект аккумуляторов для детского электромобиля,,world brands of Russia,https://www.wildberries.ru/catalog/169795533/detail.aspx,,Китай,
186,Аккумулятор 12v вольт 1.2Ah - FB 1.2-12,,Alfa Battery,https://www.wildberries.ru/catalog/145655765/detail.aspx,12.0,,1.2
187,Аккумулятор DTM 1226 12v 26Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788729/detail.aspx,12.0,Китай,26.0
188,"Аккумуляторная батарея КТ 12-4.5 12V 4,5А/ч Контакт",,unisistem,https://www.wildberries.ru/catalog/157008973/detail.aspx,12.0,Вьетнам,4.5
189,Аккумулятор RuTrike 6-F-9 9Ah 12V для ИБП и детских машинок,,RuTrike,https://www.wildberries.ru/catalog/148127095/detail.aspx,12.0,Китай,9.0
190,Аккумулятор для бесперебойника GP 12V 75 Ач,,Sunways,https://www.wildberries.ru/catalog/139839046/detail.aspx,12.0,Китай,75.0
191,Аккумулятор для бесперебойника GEL 12V 75 Ач,,Sunways,https://www.wildberries.ru/catalog/144823356/detail.aspx,12.0,Китай,75.0
192,Аккумулятор 12V вольт 17Ah - DTM 1217,,Delta,https://www.wildberries.ru/catalog/34858384/detail.aspx,12.0,Китай,17.0
193,Батарея для ИПБ GSL 65-12 12 Вольт 65 Ач / 12V 65AH,,General Security,https://www.wildberries.ru/catalog/91249730/detail.aspx,,,
194,УЦЕНКА! Аккумулятор 12V DTM 1212,,DELTA BATTERY,https://www.wildberries.ru/catalog/223641575/detail.aspx,12.0,Китай,12.0
195,УЦЕНКА! Аккумулятор 12V DT 12022,,DELTA BATTERY,https://www.wildberries.ru/catalog/223641577/detail.aspx,12.0,Китай,22.0
196,"Аккумулятор SF 12045 12V 4.5Ah 12В 4,5Ач",,Security Force,https://www.wildberries.ru/catalog/92518754/detail.aspx,12.0,Китай,4.5
197,Аккумулятор Delta HR 12-9 12V (9 Ач),,DELTA BATTERY,https://www.wildberries.ru/catalog/102303055/detail.aspx,12.0,Китай,9.0
198,Аккумулятор DTM 12012 12v 1.2Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788807/detail.aspx,12.0,Китай,1.2
199,Аккумулятор ALFA FB 18-12 12V 18Ah 12В 18Ач,,Alfa Battery,https://www.wildberries.ru/catalog/139044384/detail.aspx,12.0,Китай,18.0
200,Аккумулятор 12V вольт 12Ah - BT 1212,,BATBEE,https://www.wildberries.ru/catalog/85978299/detail.aspx,12.0,Китай,12.0
201,Батарея FB 7-12 Вольт 7 Ач / 12V 7AH для инкубаторов,,Alfa Battery,https://www.wildberries.ru/catalog/91179120/detail.aspx,,Китай,
202,"Аккумулятор для бесперебойника GP 12V 1,2 Ач",,Sunways,https://www.wildberries.ru/catalog/83985304/detail.aspx,12.0,Китай,12.0
203,"Аккумуляторная батарея GS 12В 1,2АЧ для детской машинки",,General Security,https://www.wildberries.ru/catalog/142614063/detail.aspx,12.0,Китай,1.2
204,"Аккумуляторная батарея WBR GP 1272 F2 (28W), 12 В 7.2 Ач",,WBR,https://www.wildberries.ru/catalog/146601399/detail.aspx,12.0,Китай,7.2
205,Аккумулятор 12V 2.2Аh,,ROBITON,https://www.wildberries.ru/catalog/176318733/detail.aspx,12.0,Китай,22.0
206,Аккумулятор Delta DTM 1212 12V 12Ah AGM,,DELTA BATTERY,https://www.wildberries.ru/catalog/92110874/detail.aspx,12.0,Китай,12.0
207,Аккумулятор для бесперебойника GP 12V 120 Ач,,Sunways,https://www.wildberries.ru/catalog/111316026/detail.aspx,12.0,Китай,120.0
208,General Security АКБ 18Ah 12v GS 18-12,,General Security,https://www.wildberries.ru/catalog/161193227/detail.aspx,12.0,Китай,18.0
209,Аккумулятор 12V DTM 12022,,DELTA BATTERY,https://www.wildberries.ru/catalog/89153410/detail.aspx,12.0,Китай,2.2
210,Аккумулятор SF 1217 12V 17Ah 12В 17Ач,,Security Force,https://www.wildberries.ru/catalog/92518750/detail.aspx,12.0,Китай,17.0
211,"Батарея SVEN SV 1250 (12V 5Ah), F1",,Sven,https://www.wildberries.ru/catalog/72683511/detail.aspx,,Китай,
212,Аккумуляторная батарея Delta DTM1226 12v 26Ah АКБ для ИБП,,DELTA BATTERY,https://www.wildberries.ru/catalog/159136592/detail.aspx,12.0,Тайвань,26.0
213,Delta DT 1240 (12V / 40Ah),,delta battery,https://www.wildberries.ru/catalog/153621760/detail.aspx,12.0,Тайвань,40.0
214,"Аккумулятор для ибп 12v 6 Ah F2/T2 игрушечной машины, весов",,ZUBR,https://www.wildberries.ru/catalog/166716212/detail.aspx,12.0,Китай,6.0
215,Аккумулятор CGD 1255 12v 55Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/41607402/detail.aspx,12.0,Китай,55.0
216,Аккумулятор 12V 12.0Аh,,Robiton,https://www.wildberries.ru/catalog/200165798/detail.aspx,12.0,Китай,12.0
217,"Аккумулятор Leoch US 12-3.5 12V 3,5Ah 12В 3.5Ач",,UPLUS,https://www.wildberries.ru/catalog/203253475/detail.aspx,12.0,Китай,35.0
218,Аккумуляторная батарея 12В 7АЧ комплект из 2 штук для ИБП,,Alfa Battery,https://www.wildberries.ru/catalog/140120359/detail.aspx,12.0,Китай,7.0
219,Аккумулятор для бесперебойника GP 12V 55 Ач,,Sunways,https://www.wildberries.ru/catalog/83985309/detail.aspx,12.0,Китай,55.0
220,"Аккумулятор ибп 12v 65Ah M6/T14 компьютера, котла, освещения",,Thomas,https://www.wildberries.ru/catalog/194125718/detail.aspx,12.0,Китай,65.0
221,Аккумулятор HR 12-5,,YELLOW,https://www.wildberries.ru/catalog/176195754/detail.aspx,,,
222,"Аккумулятор Delta HR 12-7,2 12V (7,2 Ач)",,DELTA BATTERY,https://www.wildberries.ru/catalog/102303054/detail.aspx,12.0,Китай,7.2
223,Аккумулятор Delta HR 12-5 12V (5 Ач),,DELTA BATTERY,https://www.wildberries.ru/catalog/102303048/detail.aspx,12.0,Китай,5.0
224,Аккумулятор Delta DT 12045 12V 4.5Ah AGM,,DELTA BATTERY,https://www.wildberries.ru/catalog/93057909/detail.aspx,12.0,Китай,4.5
225,Аккумуляторная батарея GP1272 F2 (12V28W),,CSB,https://www.wildberries.ru/catalog/141113083/detail.aspx,12.0,Тайвань,
226,Аккумулятор RuTrike 6-F-7 7Ah 12V для ИБП и детских машинок,,RuTrike,https://www.wildberries.ru/catalog/148127106/detail.aspx,12.0,Китай,7.0
227,Аккумуляторная батарея Delta GEL 12-26 12v 26Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788733/detail.aspx,12.0,Китай,26.0
228,Аккумулятор Delta GX 12-55 12v 55Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/91110331/detail.aspx,12.0,Китай,55.0
229,Аккумулятор HR 12-21W 12V 5Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788736/detail.aspx,12.0,Китай,5.0
230,Аккумулятор GP 12-7 S 7Ач 12в,,ЭТК Энергия,https://www.wildberries.ru/catalog/187221899/detail.aspx,12.0,Китай,7.0
231,Аккумулятор 12v вольт 2.3Ah - GS 2.3-12,,General Security,https://www.wildberries.ru/catalog/146240834/detail.aspx,12.0,,2.3
232,Аккумулятор 12v вольт 1.2Ah - DT 12012,,Delta,https://www.wildberries.ru/catalog/34858822/detail.aspx,,Китай,
233,"Аккумулятор Delta DTM 12022 12V (2,2 Ач)",,DELTA BATTERY,https://www.wildberries.ru/catalog/102303058/detail.aspx,12.0,Китай,2.2
234,Аккумулятор свинцово-кислотный LA-1290 12V 9Ah,,GoPower,https://www.wildberries.ru/catalog/36721064/detail.aspx,12.0,Китай,9.0
235,Аккумуляторная батарея LEOCH DJW12-4.5 12 В 4.5 Ач,,LEOCH,https://www.wildberries.ru/catalog/145562283/detail.aspx,12.0,Китай,4.5
236,Аккумулятор 12V вольт 12Ah - DT 1212,,Delta,https://www.wildberries.ru/catalog/34858835/detail.aspx,,Китай,
237,Аккумулятор RuTrike 6-GFM-6 6Ah 12V для ИБП,,RuTrike,https://www.wildberries.ru/catalog/148127143/detail.aspx,12.0,Китай,6.0
238,Аккумулятор 12V DTM 12012,,DELTA BATTERY,https://www.wildberries.ru/catalog/43052922/detail.aspx,12.0,Китай,1.2
239,Аккумулятор 12v 18 Ah M5/T3 для охранных пожарных систем,,Thomas,https://www.wildberries.ru/catalog/170875220/detail.aspx,12.0,Китай,18.0
240,"Аккумулятор ALFA FB 2.3-12 12V 2.3Ah 12В 2,3Ач",,Alfa Battery,https://www.wildberries.ru/catalog/139044372/detail.aspx,12.0,Китай,2.3
241,Аккумулятор для ибп 12v 7 Ah F1/T1 радиоуправляемой машинки,,NPP,https://www.wildberries.ru/catalog/166716209/detail.aspx,12.0,Китай,7.0
242,Аккумулятор ALFA FB 12-12 12v 12Ah для ИПБ,,Alfa Battery,https://www.wildberries.ru/catalog/149526770/detail.aspx,12.0,Китай,12.0
243,Аккумулятор Delta DTM 1217 12V 17Ah AGM,,DELTA BATTERY,https://www.wildberries.ru/catalog/92110870/detail.aspx,12.0,Китай,17.0
244,Аккумуляторная батарея КТ 12-17 12V 17А/ч Контакт,,unisistem,https://www.wildberries.ru/catalog/157027812/detail.aspx,12.0,Вьетнам,17.0
245,Аккумулятор 12V 4.5Аh,,ROBITON,https://www.wildberries.ru/catalog/176328272/detail.aspx,12.0,Китай,45.0
246,Аккумулятор 12V вольт 18Ah - FB 18-12,,Alfa Battery,https://www.wildberries.ru/catalog/34968864/detail.aspx,12.0,Китай,18.0
247,"Аккумулятор GP 1245 12В 4,5Ач 12V 4.5Ah",,WBR,https://www.wildberries.ru/catalog/195828453/detail.aspx,12.0,Китай,4.5
248,Аккумулятор Leoch USL 12-12 12V 12Ah 12В 12Ач,,UPLUS,https://www.wildberries.ru/catalog/203278078/detail.aspx,12.0,Китай,12.0
249,Аккумулятор для бесперебойника GP 12V 65 Ач,,Sunways,https://www.wildberries.ru/catalog/86001404/detail.aspx,12.0,Китай,65.0
250,Аккумулятор свинцово-кислотный Crown 12V 18 ah,,Crown Micro,https://www.wildberries.ru/catalog/213821740/detail.aspx,12.0,Китай,18.0
251,Аккумуляторная батарея КТ 12-1.2 12V 1.2А/ч Контакт,,unisistem,https://www.wildberries.ru/catalog/156999113/detail.aspx,12.0,Вьетнам,
252,Аккумулятор 12V DT 1212,,DELTA BATTERY,https://www.wildberries.ru/catalog/43052889/detail.aspx,12.0,Китай,12.0
253,Аккумулятор для ибп 12v 18Ah M5/T12 котла и насоса отопления,,ZUBR,https://www.wildberries.ru/catalog/166716202/detail.aspx,12.0,Китай,18.0
254,Аккумулятор Delta GEL 12-15 12V 15Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/93060017/detail.aspx,12.0,Китай,15.0
255,Аккумулятор Security Force SF 1212 12v 12Ah для ИПБ,,Security Force,https://www.wildberries.ru/catalog/148992702/detail.aspx,12.0,Китай,12.0
256,Аккумулятор ALFA FB 12-12 12V 12Ah 12В 12Ач,,Alfa Battery,https://www.wildberries.ru/catalog/139044375/detail.aspx,12.0,Китай,12.0
257,Аккумулятор BT 1240 12v 40ah,,Battbee,https://www.wildberries.ru/catalog/91110319/detail.aspx,12.0,Китай,40.0
258,Аккумуляторная батарея КТ 12-7.2 12V 7.2А/ч Контакт,,,https://www.wildberries.ru/catalog/157014497/detail.aspx,,,
259,Аккумулятор 12V DTM 1212,,DELTA BATTERY,https://www.wildberries.ru/catalog/43052899/detail.aspx,12.0,Китай,12.0
260,Аккумулятор ALFA FB 40-12 12V 40Ah AGM,,Alfa Battery,https://www.wildberries.ru/catalog/167077062/detail.aspx,12.0,Китай,40.0
261,Аккумулятор Delta DTM12045 12V 4.5Ah AGM,,DELTA BATTERY,https://www.wildberries.ru/catalog/92110869/detail.aspx,12.0,Китай,4.5
262,Аккумулятор 12v вольт 1.2Ah - SF 12012,,Security Force,https://www.wildberries.ru/catalog/34858069/detail.aspx,,Китай,1.2
263,Аккумулятор 12v вольт 65Ah - SF 1265,,Security Force,https://www.wildberries.ru/catalog/38945000/detail.aspx,,Китай,65.0
264,Аккумулятор 12V вольт 18Ah - HR 12-18,,Delta,https://www.wildberries.ru/catalog/35643311/detail.aspx,12.0,Китай,18.0
265,Аккумуляторная батарея CSB GP 1272 F2 (28W) 12 В 7.2 Ач,,CSB,https://www.wildberries.ru/catalog/143547216/detail.aspx,12.0,Китай,7.2
266,Аккумуляторная батарея ALFA 12В 7.2АЧ / 12V 7.2Ah для ИБП,,Alfa Battery,https://www.wildberries.ru/catalog/140120347/detail.aspx,12.0,Китай,7.2
267,"Аккумулятор Delta DTM 12045 12V (4,5 Ач)",,DELTA BATTERY,https://www.wildberries.ru/catalog/102303063/detail.aspx,12.0,Китай,4.5
268,Аккумулятор BT 1240 12V 40Ah 12В 40Ач,,Battbee,https://www.wildberries.ru/catalog/95655033/detail.aspx,12.0,Китай,40.0
269,Аккумулятор SF 1240 12V 40Ah 12В 40Ач,,Security Force,https://www.wildberries.ru/catalog/92518753/detail.aspx,12.0,Китай,40.0
270,Аккумулятор 12V 1.3Ah,,ROBITON,https://www.wildberries.ru/catalog/200158948/detail.aspx,12.0,Китай,13.0
271,"Аккумулятор GS 1.2-12 12V 1,2Ah (1.2Ач)",,General Security,https://www.wildberries.ru/catalog/148018198/detail.aspx,12.0,Китай,1.2
272,Аккумулятор свинцово-кислотный GoPower LA-1245 12V 4.5Ah,,GoPower,https://www.wildberries.ru/catalog/25872187/detail.aspx,12.0,Китай,45.0
273,"Аккумуляторная батарея ALFA 12В 2,3АЧ для детской машинки",,Alfa Battery,https://www.wildberries.ru/catalog/140120351/detail.aspx,12.0,Китай,2.3
274,CSB GP 1272 28W F2 12V/7.2Ah,,CSB,https://www.wildberries.ru/catalog/163480211/detail.aspx,12.0,Китай,7.2
275,Аккумулятор 12V 18Аh,,ROBITON,https://www.wildberries.ru/catalog/180659806/detail.aspx,12.0,Китай,18.0
276,Аккумулятор 12V 9.0Аh,,Robiton,https://www.wildberries.ru/catalog/200162341/detail.aspx,12.0,Китай,
277,Аккумулятор 12V 3.3Аh,,ROBITON,https://www.wildberries.ru/catalog/176325160/detail.aspx,12.0,Китай,33.0
278,Аккумулятор RuTrike 6-F-20 20Ah 12V для ИБП,,RuTrike,https://www.wildberries.ru/catalog/148127100/detail.aspx,12.0,Китай,22.0
279,Аккумулятор Delta DT 1226 12V 26Ah AGM,,DELTA BATTERY,https://www.wildberries.ru/catalog/93057903/detail.aspx,12.0,Китай,26.0
280,"Аккумулятор BT 12022 12V 2.2Ah 12В 2,2Ач",,Battbee,https://www.wildberries.ru/catalog/95655029/detail.aspx,12.0,Китай,2.2
281,"Аккумулятор ибп 12v 18Ah T3/M5 котла, весов, электромобиля",,ZUBR,https://www.wildberries.ru/catalog/196206789/detail.aspx,12.0,Китай,18.0
282,Аккумулятор SF 1207 12v 7Ah,,Security Force,https://www.wildberries.ru/catalog/41538585/detail.aspx,12.0,Китай,7.0
283,Аккумулятор 12V DTM 1207,,DELTA BATTERY,https://www.wildberries.ru/catalog/40724193/detail.aspx,12.0,Китай,7.2
284,Аккумулятор DJW 12-7.0 12V 7Ah 12В 7Ач,,LEOCH,https://www.wildberries.ru/catalog/175911948/detail.aspx,12.0,Китай,7.0
285,Аккумулятор GS 4.5-12 12V 4.5Ah (4.5Ач),,General Security,https://www.wildberries.ru/catalog/148018206/detail.aspx,12.0,Китай,4.5
286,Аккумулятор 12V вольт 12Ah - SF 1212,,Security Force,https://www.wildberries.ru/catalog/34858085/detail.aspx,,Китай,12.0
287,Аккумулятор для ИБП BAT-12V5AH,,Energenie,https://www.wildberries.ru/catalog/215951487/detail.aspx,,Китай,
288,Аккумулятор FB 12-12 12V 12Ah AGM,,LFA,https://www.wildberries.ru/catalog/163240625/detail.aspx,,,
289,Аккумулятор 12V DT 1207,,DELTA BATTERY,https://www.wildberries.ru/catalog/40726390/detail.aspx,12.0,Китай,7.0
290,Аккумулятор Delta DT 1207 12v 7Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788814/detail.aspx,12.0,Китай,7.0
291,Аккумулятор Delta DTM12012 12V 1.2Ah AGM,,DELTA BATTERY,https://www.wildberries.ru/catalog/92127428/detail.aspx,12.0,Китай,1.2
292,Аккумулятор Delta HR 12v 12Аh для детского электромобиля,,DELTA BATTERY,https://www.wildberries.ru/catalog/147200465/detail.aspx,12.0,Китай,12.0
293,Аккумулятор DT 1212 12v 12Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788760/detail.aspx,12.0,Китай,12.0
294,"Аккумуляторная батарея КТ 12-4.5 12V 4,5А/ч Контакт",,unisistem,https://www.wildberries.ru/catalog/157033511/detail.aspx,12.0,Вьетнам,4.5
295,"Аккумуляторная батарея КТ 12-4.5 12V 4,5А/ч Контакт",,unisistem,https://www.wildberries.ru/catalog/157033320/detail.aspx,12.0,Вьетнам,4.5
296,Аккумулятор GS 9-12 F2 12V 9Ah (12В 9Ач),,General Security,https://www.wildberries.ru/catalog/148018215/detail.aspx,12.0,Китай,9.0
297,Аккумулятор 12V вольт 18Ah - SF 1218,,Security Force,https://www.wildberries.ru/catalog/145715182/detail.aspx,12.0,Китай,18.0
298,Батарея для ИБП,,Sven,https://www.wildberries.ru/catalog/46330228/detail.aspx,12.0,Китай,
299,Тяговый аккумулятор ELTRECO ОТ12-12 (6-F-12) 12V 12A/H,,Eltreco,https://www.wildberries.ru/catalog/175462992/detail.aspx,12.0,Китай,12.0
300,"Аккумулятор HR 12-4.5, 4.5Ач, аккумуляторная батарея 12В",,DELTA BATTERY,https://www.wildberries.ru/catalog/43052873/detail.aspx,12.0,Китай,4.5
301,"Аккумулятор ALFA FB 4.5-12 12V 4.5Ah 12В 4,5Ач",,Alfa Battery,https://www.wildberries.ru/catalog/139044379/detail.aspx,12.0,Китай,4.5
302,"Аккумулятор для ибп 12v 12Ah F2/T2 на бесперебойник, эхолот",,NPP,https://www.wildberries.ru/catalog/180404776/detail.aspx,12.0,Китай,12.0
303,Аккумулятор для ибп 12v 26Ah M5/T4 на детский электромобиль,,ATLANT,https://www.wildberries.ru/catalog/194125744/detail.aspx,12.0,Китай,26.0
304,Аккумулятор Delta DT 12012 12v 1.2Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/103958080/detail.aspx,12.0,Китай,1.2
305,Аккумулятор HR 12-40 12v 45Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788804/detail.aspx,12.0,Китай,45.0
306,Аккумулятор СК 1265 12v 65Аh,,Восток,https://www.wildberries.ru/catalog/45004761/detail.aspx,12.0,Китай,65.0
307,Аккумулятор HR 12-51W 12v 12Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788759/detail.aspx,12.0,Китай,12.0
308,Аккумулятор 12V DT 12008,,DELTA BATTERY,https://www.wildberries.ru/catalog/89132487/detail.aspx,12.0,Китай,0.8
309,Аккумулятор DTM 1205 12v 5Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788820/detail.aspx,12.0,Китай,5.0
310,Аккумулятор DTM 12008 12v 0.8Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788745/detail.aspx,12.0,Китай,0.8
311,Аккумулятор 12v вольт 26Ah - SF 1226,,Security Force,https://www.wildberries.ru/catalog/34858116/detail.aspx,,Китай,26.0
312,Аккумулятор HRL 12-75 X 12v 75Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788803/detail.aspx,12.0,Китай,75.0
313,Аккумулятор SF 1265 12v 65Ah,,Security Force,https://www.wildberries.ru/catalog/101317575/detail.aspx,12.0,Китай,65.0
314,Аккумулятор GX 12-33 12v 33Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788704/detail.aspx,12.0,Китай,33.0
315,Аккумулятор Delta DT 1226 12v 26Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788705/detail.aspx,12.0,Китай,26.0
316,Аккумулятор Delta DTM 1217 12v 17Ah,,DELTA BATTERY,https://www.wildberries.ru/catalog/33788793/detail.aspx,12.0,Китай,17.0
